URL,Version,Status,OIDs,Name,Title,Description,Uses,Used,Sources
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-doc-vs-participation-type,0.1.0,draft,,FrValueSetParticipationTypeInformationRecipient,FR ValueSet Participation Type Information Recipient,"Type de participation : destinataire","StructureDefinition/fr-composition-document","THO (V3)"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-doc-vs-participation-type-participant,0.1.0,draft,,FrValueSetParticipationTypeParticipant,FR ValueSet Participation Type Participant,"Type de participation : participant","StructureDefinition/fr-composition-document","THO (V3)"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-doc-vs-role-prise-charge,0.1.0,draft,,FRValueSetRolePriseCharge,Fr ValueSet RolePriseCharge,"Pour les professions 41 (Assistant de service social) et 99 (Acteur caractérisé par son rôle).","StructureDefinition/fr-practitioner-document","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-actor-type-document,0.1.0,draft,,FRValueSetActorTypeDocument,ValueSet - FR ValueSet Actor Type Document,"Jeu de valeurs pour les types d'acteurs.","StructureDefinition/fr-diagnostic-report-imaging-document,StructureDefinition/fr-condition-document,StructureDefinition/fr-service-request-document,StructureDefinition/fr-observation-multiresistant-microorganism-document,StructureDefinition/fr-media-document,StructureDefinition/fr-observation-work-related-accident-document,StructureDefinition/fr-procedure-document,StructureDefinition/fr-immunization-document,StructureDefinition/fr-procedure-imaging-document,StructureDefinition/fr-observation-vital-signs-panel-document,StructureDefinition/fr-observation-contra-indications-document,StructureDefinition/fr-observation-microorganism-detection-document,StructureDefinition/fr-observation-result-document,StructureDefinition/fr-actor-extension,StructureDefinition/fr-service-request-imaging-document,StructureDefinition/fr-diagnostic-report-document,StructureDefinition/fr-diagnostic-report-bio-chapter-document,StructureDefinition/fr-device-use-statement-document,StructureDefinition/fr-encounter-document,StructureDefinition/fr-observation-pregnancy-document,StructureDefinition/fr-observation-assessment-document,StructureDefinition/fr-family-member-history-document,StructureDefinition/fr-observation-vital-signs-document,StructureDefinition/fr-observation-laboratory-report-results-document","THO (V3)"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-allergy-code,0.1.0,draft,,FRValueSetAllergyCodeDocument,ValueSet – FR ValueSet Allergy Code Document,"Jeu de valeurs permettant de coder l’agent responsable d’une allergie : - Médicaments : CIP ou UCD - Substances : SMS - Aliments : CIM-11 Chapitre X Extensions – Allergènes ou substances non médicinales - Agents environnementaux ou physiques : idem CIM-11 Chapitre X Extensions - Allergènes pouvant induire une contre-indication vaccinale : jdv-allergie-vaccin-cisis","StructureDefinition/fr-allergy-intolerance-document","ans.fr.terminologies,hl7.terminology.r5,Other"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-allergy-intolerance-type-document,0.1.0,draft,,FRValueSetAllergyInoleranceTypeDocument,ValueSet - FR ValueSet Allergy Intolerance Type Document,"ValueSet contenant les codes SNOMED CT autorisés pour les types d'allergies et d'intolérances","StructureDefinition/fr-allergy-intolerance-document","SCT,hl7.fhir.r4.core"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-allergy-substance,0.1.0,draft,,FRValueSetAllergySubstanceDocument,ValueSet – FR ValueSet Allergy Substance Document,"Jeu de valeurs permettant de coder la substance responsable d’une allergie","StructureDefinition/fr-allergy-intolerance-document","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-edqm-document,0.1.0,draft,,FRValueSetEDQMDocument,ValueSet - FR ValueSet EDQM Document,"ValueSet basé sur le CodeSystem EDQM fourni par SMT.","StructureDefinition/fr-medication-request-document,StructureDefinition/fr-medication-administration-document,StructureDefinition/fr-medication-statement-document,StructureDefinition/fr-medication-dispense-document","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-edqm-form-document,0.1.0,draft,,FRValueSetEDQMFormDocument,ValueSet - FR ValueSet EDQM Form Document,"ValueSet basé sur le CodeSystem EDQM fourni par SMT. classe PDF (forme galénique).","StructureDefinition/fr-medication-document","ans.fr.terminologies"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-evaluation-type,0.1.0,draft,,FRValueSetEvaluationTypeDocument,ValueSet – FR ValueSet Type d'évaluation,"Codes autorisés pour indiquer le type d'évaluation. Inclut LOINC, ICF, et permet d'autres systèmes si aucun code approprié n'est trouvé.","StructureDefinition/fr-observation-assessment-document","LOINC,hl7.terminology.r5"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-location-body-structure-document,0.1.0,draft,,FRValueSetLocationBodyStructureDocument,ValueSet – FR ValueSet Localisation anatomique et voie d'abord,"Codes SNOMED CT autorisés pour décrire une localisation anatomique ou une voie d'abord. Inclut : - Les structures anatomiques pour body site : http://hl7.org/fhir/ValueSet/body-site - Les structures anatomiques pour voie d'abord (approach-site-codes) : http://hl7.org/fhir/ValueSet/approach-site-codes","StructureDefinition/fr-body-structure-document",
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-medication-translation-document,0.1.0,draft,,FRValueSetMedicationTranslationDocument,ValueSet - FR ValueSet Medication Translation Document,"Systèmes autorisés pour les autres codifications.","StructureDefinition/fr-medication-document,StructureDefinition/fr-immunization-recommendation-document,StructureDefinition/fr-immunization-document","ans.fr.terminologies,Other"
https://interop.esante.gouv.fr/ig/fhir/document-core/ValueSet/fr-vs-note-type,0.1.0,draft,,FRValueSetNoteType,FR ValueSet Imaging Note Type,"ValueSet définissant les types d'informations pouvant être associés aux notes d'une demande d'examen d'imagerie.","StructureDefinition/fr-note-type-extension","Internal"
